Accuracy: 0.9390394088669951

Classification Report:
              precision    recall  f1-score   support

           0       1.00      0.95      0.97        37
           1       1.00      0.83      0.91        42
           2       1.00      0.88      0.94        42
           3       1.00      0.90      0.95        40
           4       0.33      1.00      0.50        36
           5       1.00      0.90      0.95        42
           6       0.90      0.92      0.91        48
           7       0.94      0.89      0.92        37
           8       1.00      0.92      0.96        38
           9       0.90      0.87      0.89        31
          10       1.00      1.00      1.00        34
          11       1.00      0.98      0.99        46
          12       1.00      1.00      1.00        35
          13       1.00      0.94      0.97        50
          14       0.78      0.92      0.84        38
          15       1.00      0.85      0.92        33
          16       0.93      0.93      0.93        43
          17       1.00      0.88      0.94        43
          18       0.90      0.88      0.89        42
          19       1.00      1.00      1.00        47
          20       1.00      0.82      0.90        40
          21       1.00      1.00      1.00        38
          22       1.00      1.00      1.00        50
          23       1.00      0.97      0.99        37
          24       1.00      0.88      0.94        42
          25       1.00      1.00      1.00        44
          26       1.00      1.00      1.00        38
          27       1.00      0.94      0.97        36
          28       1.00      0.92      0.96        37
          29       1.00      1.00      1.00        35
          30       1.00      0.92      0.96        39
          31       1.00      0.93      0.97        30
          32       1.00      0.97      0.99        38
          33       1.00      0.90      0.95        31
          34       1.00      1.00      1.00        46
          35       1.00      0.94      0.97        33
          36       1.00      1.00      1.00        40
          37       1.00      0.95      0.97        41
          38       1.00      0.95      0.97        41
          39       1.00      0.90      0.95        40
          40       1.00      1.00      1.00        44

    accuracy                           0.94      1624
   macro avg       0.97      0.94      0.95      1624
weighted avg       0.97      0.94      0.95      1624


Confusion Matrix:
 0   1   2   3   4   5   6   7   8   9   10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40
 35   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0  35   0   0   7   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0  37   0   5   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0  36   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0  36   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   4  38   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0  44   0   0   0   0   0   0   0   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   4   0   0  33   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0  35   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   2   0   0   0   0  27   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0  34   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   1   0   0   0   0   0   0  45   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0   0   0  35   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   3   0   0   0   0   0   0   0   0  47   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0   0   0   0   0  35   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
